True,16,2,PyTorch,13.83566427230835,3.7872314453125
True,16,2,DeepSpeed,14.399526119232178,2.9376220703125
True,16,2,Tutel,14.177185773849487,5.4923095703125
True,32,2,DeepSpeed,17.222482919692993,4.8380126953125
True,8,1,PyTorch,10.580262899398804,2.7110595703125
True,8,1,DeepSpeed,10.627512454986572,1.9942626953125
True,8,1,Tutel,8.179044485092163,3.4669189453125
True,16,1,PyTorch,13.027718782424927,3.7755126953125
True,16,1,DeepSpeed,12.588582754135132,2.9259033203125
True,16,1,Tutel,10.480548620223999,5.4688720703125
True,32,1,PyTorch,18.299874544143677,5.8458251953125
True,32,1,DeepSpeed,16.428343296051025,4.8262939453125
True,32,1,Tutel,14.949827432632446,7.3458251953125
False,8,1,PyTorch,7.929682016372681,3.3067626953125
False,8,1,DeepSpeed,9.044795989990234,3.9747314453125
False,16,1,PyTorch,12.69269347190857,5.1622314453125
False,16,1,DeepSpeed,10.485133409500122,11.8868408203125
False,16,1,Tutel,9.942797660827637,4.9727783203125
False,32,1,PyTorch,16.4146945476532,8.9122314453125
False,32,1,DeepSpeed,13.689262866973877,9.2833251953125
False,32,1,Tutel,15.80926775932312,8.5118408203125
True,8,4,PyTorch,11.33521556854248,3.3692626953125
True,8,4,DeepSpeed,12.037150859832764,2.0489501953125
True,8,4,Tutel,14.065603494644165,3.5079345703125
True,16,4,PyTorch,14.972371578216553,3.8184814453125
True,16,4,DeepSpeed,13.991021156311035,7.4337158203125
True,16,4,Tutel,20.9264132976532,5.5977783203125
True,32,4,PyTorch,21.705851554870605,5.8887939453125
True,32,4,Tutel,34.621437549591064,7.4981689453125
False,8,4,PyTorch,9.486551761627197,3.3028564453125
False,8,4,Tutel,13.056711912155151,3.3302001953125
False,16,4,PyTorch,13.006986618041992,5.1798095703125
False,16,4,DeepSpeed,11.887661457061768,5.3282470703125
False,32,4,PyTorch,18.439496994018555,8.9298095703125
